BlockGroup,TotHH,TotAdult,Age18to34,Age35to49,Age50to64,Age65plus,Tract,MOS_bg
261635234001,830,1027,359,272,231,165,26163523400,4.62733798358495
261635234002,430,642,268,175,142,57,26163523400,2.8974471251172282
261635238001,248,449,188,128,94,39,26163523800,2.0300863941223364
261635238002,438,950,400,284,186,80,26163523800,4.304019433621962
261635238003,201,408,149,124,95,40,26163523800,1.8464544653725823
261635238004,383,737,326,193,147,71,26163523800,3.325081108187244
261635173002,935,1058,495,281,188,94,26163517300,4.779708485774006
261635172001,295,889,285,253,278,73,26163517200,4.002830737727402
261635172002,646,761,387,164,139,71,26163517200,3.4189119720818852
261635173001,398,625,204,147,114,160,26163517300,2.809437586954666
261635175001,921,1246,324,166,331,425,26163517500,5.516838427522144
261635175002,1205,1282,456,178,324,324,26163517500,5.687556251511121
261635180001,397,423,197,79,91,56,26163518000,1.8913852062767593
261635180002,1129,1593,681,308,310,294,26163518000,7.130222680527643
261635207004,661,387,272,39,56,20,26163520700,1.720791949678038
261635208001,1079,1185,399,233,293,260,26163520800,5.292813157734973
261635211001,505,667,260,182,139,86,26163521100,3.0107533457009965
261635189001,1016,1462,462,302,340,358,26163518900,6.5392654656641485
261635190001,288,386,87,76,128,95,26163519000,1.7177865903548617
261635190002,348,493,165,96,142,90,26163519000,2.1986879879271375
261635191001,491,616,147,133,175,161,26163519100,2.751827107207878
261635191002,221,245,63,40,88,54,26163519100,1.085417161140443
261635192001,245,339,62,89,108,80,26163519200,1.5202072733299614
261635192002,293,480,126,116,146,92,26163519200,2.1498878983620378
261635192003,294,345,88,85,96,76,26163519200,1.5471997776316218
261635193001,362,469,137,89,136,107,26163519300,2.089453752486111
261635193002,337,588,117,106,191,174,26163519300,2.6115205111922486
261635202001,648,956,749,90,56,61,26163520200,4.2622118350408496
261635202002,415,2594,2492,47,40,15,26163520200,11.49754360231735
261635203001,575,584,291,86,115,92,26163520300,2.6015414920145554
261635203002,467,526,317,125,60,24,26163520300,2.376309993577468
261635203003,634,1395,1201,101,56,37,26163520300,6.211842579825275
261635204001,624,591,415,97,45,34,26163520400,2.6529505027957825
261635204002,266,480,235,103,118,24,26163520400,2.1516729800494385
261635204003,489,512,256,133,65,58,26163520400,2.315788214377549
261635207001,971,1102,589,200,161,152,26163520700,4.938161922300627
261635207002,1250,1194,646,177,165,206,26163520700,5.331379364144167
261635207003,421,384,269,50,30,35,26163520700,1.7168257438032615
261635153002,917,1114,148,131,431,404,26163515300,4.898595739700132
261635152001,347,610,147,128,159,176,26163515200,2.725125442314725
261635152002,317,510,111,77,157,165,26163515200,2.258915813517661
261635153001,989,1325,555,287,282,201,26163515300,5.942895839101438
261635154001,263,468,90,161,107,110,26163515400,2.124551425151503
261635154002,462,660,240,141,130,149,26163515400,2.9590857005121913
261635157001,1429,1663,551,278,358,476,26163515700,7.409227810731212
261635157002,1512,1623,327,186,486,624,26163515700,7.158654927129964
261635157003,965,1131,170,114,324,523,26163515700,4.9799553776259184
261635160001,507,922,329,219,226,148,26163516000,4.138840341004227
261635418002,676,941,302,229,272,138,26163541800,4.219835689524191
261635421001,943,1771,561,448,351,411,26163542100,7.97262306917184
261635421002,1014,1648,424,436,453,335,26163542100,7.407221378889052
261635422001,858,1479,468,368,331,312,26163542200,6.649671147710739
261635422002,779,1276,343,297,288,348,26163542200,5.723341435066948
261635423001,367,667,217,161,149,140,26163542300,2.9965807707620615
261635423002,679,1073,361,274,280,158,26163542300,4.823360252437919
261635424001,430,698,223,196,142,137,26163542400,3.151931143170728
261635424002,682,1225,421,314,248,242,26163542400,5.517508224141765
261635425001,453,892,257,221,203,211,26163542500,4.0084391688271035
261635425002,579,1080,314,221,290,255,26163542500,4.823029155662642
261635426001,696,1186,378,296,266,246,26163542600,5.332834479274543
261635426002,680,1157,366,289,255,247,26163542600,5.203060934571226
261635429001,274,538,147,124,124,143,26163542900,2.4122436138307486
261635429002,536,1074,301,240,268,265,26163542900,4.8090975649124035
261635429003,552,1070,269,245,291,265,26163542900,4.789618677125137
261635430001,363,695,189,166,154,186,26163543000,3.1200311829271588
261635430002,346,718,160,145,189,224,26163543000,3.2038402883559853
261635431001,546,1037,281,249,271,236,26163543100,4.6503164254910345
261635431002,420,878,206,178,218,276,26163543100,3.9204001493295286
261635432001,478,926,266,215,213,232,26163543200,4.153366556000287
261635432002,336,612,225,169,133,85,26163543200,2.7621988753044344
261635432003,373,753,248,203,178,124,26163543200,3.3927941501126666
261635433001,413,776,208,190,187,191,26163543300,3.483880104713487
261635071001,756,1226,372,286,334,234,26163507100,5.493339781376603
261635071002,304,464,141,103,138,82,26163507100,2.07472618976167
261635072001,519,750,231,188,185,146,26163507200,3.3701309086866296
261635073001,881,1384,431,300,356,297,26163507300,6.192758823635364
261635073002,205,303,86,62,82,73,26163507300,1.352947835789557
261635074001,425,661,201,163,172,125,26163507400,2.967461438136814
261635074002,781,1230,389,275,347,219,26163507400,5.504084762311237
261635075001,470,762,254,193,196,119,26163507500,3.4248149774977215
261635075002,602,919,220,184,223,292,26163507500,4.103169391281395
261635080001,626,835,270,210,270,85,26163508000,3.7441682133846026
261635081001,460,654,181,171,183,119,26163508100,2.9385657185435674
261635081002,219,309,96,81,76,56,26163508100,1.3904063173604384
261635090001,370,602,207,155,141,99,26163509000,2.7091902766908165
261635090002,235,298,84,64,96,54,26163509000,1.330056017933954
261635090003,210,273,71,78,80,44,26163509000,1.2294036300196638
261635090004,275,338,94,94,84,66,26163509000,1.523115664338529
261635091001,228,469,193,99,140,37,26163509100,2.0965265276324425
261635091002,190,359,140,77,81,61,26163509100,1.6087117122242298
261635459002,811,1248,524,333,283,108,26163545900,5.627847296803266
261635460001,771,1114,414,306,242,152,26163546000,5.027282445480029
261635460002,693,894,334,248,208,104,26163546000,4.033903444818948
261635461001,817,1333,532,327,330,144,26163546100,5.991197587577224
261635461002,809,1312,489,360,316,147,26163546100,5.916409475309601
261635462011,871,1526,566,436,349,175,26163546201,6.892872890396767
261635462012,374,688,207,209,191,81,26163546201,3.1074249218544203
261635128001,648,957,301,224,302,130,26163512800,4.283191298765979
261635128002,339,443,120,103,131,89,26163512800,1.982729325582451
261635128003,370,419,108,100,131,80,26163512800,1.8754419060884795
261635132001,353,475,134,118,131,92,26163513200,2.1314238235358576
261635132002,562,708,192,184,207,125,26163513200,3.179221232592126
261635133001,525,758,156,160,215,227,26163513300,3.3832446503263878
261635133002,555,911,248,194,240,229,26163513300,4.072174427324406
261635137001,519,894,297,166,234,197,26163513700,3.9860044545224733
261635137002,393,677,158,178,185,156,26163513700,3.0417689432342323
261635137003,567,736,125,113,190,308,26163513700,3.2644274621108726
261635138001,837,982,331,196,272,183,26163513800,4.383622280934684
261635138002,799,963,387,164,262,150,26163513800,4.287454144026701
261635139001,453,612,169,116,182,145,26163513900,2.72541957961881
261635139002,452,553,211,122,143,77,26163513900,2.4770966992407857
261635141001,545,678,184,133,205,156,26163514100,3.0210728578654344
261635141002,476,626,205,152,168,101,26163514100,2.8090272355776715
261635142001,654,854,188,171,232,263,26163514200,3.808840718362819
261635142002,454,631,180,115,191,145,26163514200,2.8074214618598345
261635143001,605,883,219,194,231,239,26163514300,3.9494228928020574
261635143002,435,843,171,137,287,248,26163514300,3.7345946066017817
261635145001,467,654,206,134,186,128,26163514500,2.919953621798032
261639836002,3,9,3,0,3,3,26163985100,0.03916856395015125
261639841001,2,3,2,0,1,0,26163985100,0.013099298575921809
261639850001,7,10,4,2,1,3,26163985100,0.044912903959811165
261639850002,1,6,4,0,2,0,26163985100,0.026198597151843618
261639851001,127,136,81,33,16,6,26163985100,0.614653187948376
261639852001,1,1,0,0,1,0,26163985300,0.0042458157485797746
261639853001,246,208,120,50,31,7,26163985300,0.938745425923137
261635302001,829,1226,394,255,329,248,26163530200,5.4788267787865275
261635301002,709,995,312,208,279,196,26163530100,4.445077485548613
261635302002,709,918,279,197,268,174,26163530200,4.1019004020858505
261635302003,45,759,691,30,30,8,26163530200,3.3684602872703566
261635303001,451,604,173,134,188,109,26163530300,2.6990738010425224
261635303002,329,422,130,131,87,74,26163530300,1.9117556057687348
261635304001,438,401,132,86,130,53,26163530400,1.7904152414453751
261635304002,344,500,197,98,115,90,26163530400,2.235515918046105
261635305001,441,698,248,166,166,118,26163530500,3.134071819479665
261635305002,736,1015,323,221,270,201,26163530500,4.541237449072906
261635308001,545,648,173,141,198,136,26163530800,2.894222296024929
261635308002,466,444,160,90,112,82,26163530800,1.9846830715528803
261635309001,528,516,151,113,124,128,26163530900,2.3102453516561217
261635309002,311,266,76,52,91,47,26163530900,1.1838722115748654
261635309003,434,499,146,104,145,104,26163530900,2.227925100181583
261635311001,774,785,231,159,282,113,26163531100,3.4950813828508274
261635312001,533,780,268,184,183,145,26163531200,3.5014266184878675
261635312002,601,1013,325,246,250,192,26163531200,4.5483373157028115
261635313001,667,893,253,190,277,173,26163531300,3.9863015309204695
261635314001,464,529,157,116,155,101,26163531400,2.3647819013132536
261635314002,427,625,204,137,150,134,26163531400,2.799266402088339
261635315011,475,517,190,139,121,67,26163531501,2.3302693306653715
261635315012,385,465,135,120,123,87,26163531501,2.089775114948374
261635315021,625,580,185,140,165,90,26163531502,2.600679640467159
261635316001,445,499,180,107,137,75,26163531600,2.232056333584626
261635070001,445,669,209,163,174,123,26163507000,3.0025997393010755
261635069003,418,674,213,177,145,139,26163506900,3.035980752037113
261635070002,738,1217,425,304,275,213,26163507000,5.473680770729505
261635455003,545,934,340,259,215,120,26163545500,4.214273462191477
261635455001,440,835,308,231,196,100,26163545500,3.766945400004251
261635455002,558,821,345,226,165,85,26163545500,3.70883700655424
261635456001,690,1392,556,387,312,137,26163545600,6.284606185077415
261635456002,548,1025,429,294,192,110,26163545600,4.63842490420963
261635456003,446,909,399,219,202,89,26163545600,4.088178443548439
261635457001,607,1125,431,308,255,131,26163545700,5.07548563709333
261635457002,499,862,320,276,173,93,26163545700,3.9124347960988777
261635458001,816,1577,635,501,312,129,26163545800,7.158375825497824
261635458002,625,1141,441,363,225,112,26163545800,5.1788434207327025
261635458003,418,790,329,220,161,80,26163545800,3.5696800365560746
261635459001,826,1282,494,348,309,131,26163545900,5.77982899844088
